Segment;Reifegrad-Score;Lead Score alt;Prio alt;Firma;Branche;Produkte / Systeme;Zielmärkte;Website;Website-Status;Adresse;Telefon;Ansprechpartner;Position;E-Mail;Hauptgrund;Blocker / Risiko;Empfohlene Aktion;Gesprächseinstieg;Hohe Anforderung erkannt;Mittlere Anforderung erkannt;Wettbewerber/Eigenfertigung erkannt;Quellen;Original-Zeile
Nahe Zukunft ansprechen;70;100;A;Heron CNC-Technik GmbH;Metallverarbeitungsunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Robotik;Medizintechnik, Energie, Kunststoffindustrie, Bahn;http://www.heroncnctechnik.com/;erreichbar (200);Dr.-Walter-Zumtobel-Straße 2;+43 5572 22000400;Manuel Gmeiner;Geschäftsführung;manuel.gmeiner@heroncnctechnik.at;"Fit: Sondermaschinen, Automatisierung, Robotik, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Bahn; mittlere Lieferantenanforderung möglich: Energie; teilweise Wettbewerber/eigene Fertigung: CNC, Metallverarbeitung";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik, Bahn;Energie;CNC, Metallverarbeitung;https://heroncnctechnik.at/ | https://heroncnctechnik.at/leistungen/ | https:...;11
Nahe Zukunft ansprechen;70;90;A;GTech Automatisierungstechnik;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Vorrichtungen, Robotik;Automotive, Energie;http://www.gtech.at/;erreichbar (200);Gewerbestraße 6;+43 7588 61992;nicht gefunden;nicht gefunden;office@gtech.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Robotik; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive;Energie;;https://www.gtech.at/ | https://www.gtech.at/ueber-uns | https://www.gtech.at...;42
Nahe Zukunft ansprechen;70;90;A;HKR Sondermaschinenbau;Maschinenbau;Sondermaschinen, Maschinenbau, Vorrichtungen, Fördertechnik, Robotik;Automotive, Lebensmittel;http://www.hkr-sondermaschinenbau.at/;erreichbar (200);Puchstraße 9/Top 10;+43 660 4499073;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Vorrichtungen, Fördertechnik, Robotik; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive;Lebensmittel;;https://www.hkr-sondermaschinenbau.at/ | https://www.hkr-sondermaschinenbau.a...;43
Nahe Zukunft ansprechen;70;90;A;HOVA Maschinenbau - Hebetechnik & Handlingsysteme;Maschinenbauunternehmen;Maschinenbau, Automatisierung, Vorrichtungen, Robotik;Energie, Kunststoffindustrie, Bahn;https://www.hova.at/?utm_source=google&utm_medium=organic&utm_campaign=GMB;erreichbar (200);Weignerstraße 11;+43 7258 792790;nicht gefunden;nicht gefunden;office@hova.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Robotik; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;Energie;;https://www.hova.at/?utm_source=google&utm_medium=organic&utm_campaign=GMB | ...;44
Nahe Zukunft ansprechen;70;90;A;Stranger Maschinenbau;Unternehmen für Maschinenbau;Sondermaschinen, Maschinenbau, Automatisierung, Vorrichtungen, Robotik;Automotive, Medizintechnik, Lebensmittel, Verpackung, Energie;http://www.stranger-maschinenbau.com/;erreichbar (200);Bachfeldstraße 2;+43 6223 20190;Michael Traschwandtner | Michael STRANGER;Geschäftsführung | Geschäftsführung;nicht gefunden;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Robotik; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Automotive; mittlere Lieferantenanforderung möglich: Energie, Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik, Automotive;Energie, Lebensmittel;;https://stranger-maschinenbau.com/ | https://stranger-maschinenbau.com/untern...;46
Nahe Zukunft ansprechen;70;80;A;Westtech Maschinenbau GmbH;Maschinenbauunternehmen;Maschinenbau, Vorrichtungen;Automotive, Holzindustrie;http://www.westtech.at/;erreichbar (200);Industriestraße 1;+43 7277 27730;nicht gefunden;nicht gefunden;office@westtech.at;"Fit: Sondermaschinen, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Automotive;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive;;;https://www.westtech.at/ | https://www.westtech.at/produkte/ | https://www.we...;61
Nahe Zukunft ansprechen;65;85;A;MULTIVAC Maschinenbau Gesellschaft m.b.H. + Co.KG.;Maschinenbauunternehmen;Automatisierung, Verpackungsmaschinen, Robotik;Medizintechnik, Lebensmittel, Verpackung, Kunststoffindustrie;http://www.multivac.at/;erreichbar (200);Sepp-Haggenmüller-Straße 1;+43 5672 630550;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Automatisierung, Robotik, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik;Lebensmittel;;https://multivac.com/at/de | https://multivac.com/at/de/your-product | https:...;51
Nahe Zukunft ansprechen;65;75;B;Pauger Maschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Vorrichtungen;Bahn;http://www.pauger-mb.at/;erreichbar (200);Judenburgerstraße 176;+43 3144 70477;nicht gefunden;nicht gefunden;office@pauger-mb.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Bahn;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;;;http://www.pauger-mb.at/ | http://www.pauger-mb.at/kontakt/;67
Nahe Zukunft ansprechen;65;70;B;Rabl Maschinenbau GesmbH;Maschinenbauunternehmen;Maschinenbau;Energie;https://www.rabl-technology.at/;erreichbar (200);Drei-Grafen-Straße 41;nicht gefunden;Anton Rabl;Geschäftsführung;office@rabl-technology.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"mittlere Lieferantenanforderung möglich: Energie; Kontaktweg schwach";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;Energie;;https://rabl-technology.at/ | https://rabl-technology.at/cnc-praezisionsteile...;71
Nahe Zukunft ansprechen;65;50;B;Auer Maschinenbau;Maschinenbau;Sondermaschinen, Maschinenbau;Kunststoffindustrie;http://www.auer-maschinenbau.at/;erreichbar (200);Römerstraße 18;+43 676 5287900;nicht gefunden;nicht gefunden;info@auer-maschinenbau.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;https://auer-maschinenbau.at/ | https://auer-maschinenbau.at/ueber-uns/ | htt...;82
Nahe Zukunft ansprechen;65;50;B;Berner Maschinenbau GmbH;Maschinenbau;Sondermaschinen, Maschinenbau;nicht gefunden;https://www.berner-maschinenbau.at/;erreichbar (200);Kurzragnitz 34;+43 3183 86670;nicht gefunden;nicht gefunden;berner.office@aon.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;https://www.berner-maschinenbau.at/ | https://www.berner-maschinenbau.at/prod...;83
Nahe Zukunft ansprechen;65;50;B;Hammerer Schweiger Maschinenbau und Handels GmbH;Metallwerkstatt;Maschinenbau;nicht gefunden;http://www.hsm-vlbg.at/;erreichbar (200);Stiglingen 63;+43 5572 55849;nicht gefunden;nicht gefunden;info@hsm-vlbg.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;http://www.hsm-vlbg.at/ | http://www.hsm-vlbg.at/impressum.html;85
Nahe Zukunft ansprechen;65;50;B;Horvat Maschinenbau GmbH;Maschinenbauunternehmen;Maschinenbau;nicht gefunden;http://www.horvatmaschinenbau.at/;erreichbar (200);Gewerbepark 1;+43 3842 24025;Bozidar Horvat;Geschäftsführung;nicht gefunden;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;https://horvatmaschinenbau.at/ | https://horvatmaschinenbau.at/team/ | https:...;88
Nahe Zukunft ansprechen;65;50;B;Maschinenfabrik Berger GmbH;Maschinenbau;Sondermaschinen, Maschinenbau;Kunststoffindustrie;https://www.maschinen-berger.at/;erreichbar (200);Wr. Str. 35;+43 3512 82442;nicht gefunden;nicht gefunden;info@maschinen-berger.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;https://www.maschinen-berger.at/ | https://www.maschinen-berger.at/kontakt | ...;89
Nahe Zukunft ansprechen;65;50;B;RKL Maschinenbau GmbH;Maschinenbau;Sondermaschinen, Maschinenbau;Kunststoffindustrie;http://rkl-maschinenbau.at/;erreichbar (200);Fornacherstraße 25;+43 660 1608066;nicht gefunden;nicht gefunden;rauchenzauner@rkl-maschinenbau.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;https://www.rkl-maschinenbau.at/ | https://www.rkl-maschinenbau.at/sondermasc...;91
Nahe Zukunft ansprechen;65;50;B;samo Maschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau;nicht gefunden;http://www.samo-gmbh.at/;erreichbar (200);Sternstraße 21;+43 7676 50010;nicht gefunden;nicht gefunden;office@samo-gmbh.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;https://www.samo-gmbh.at/home/ | https://www.samo-gmbh.at/lohnfertigung/ | ht...;92
Nahe Zukunft ansprechen;60;80;A;HAHN Automation Austria;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Robotik;Automotive, Medizintechnik, Energie, Kunststoffindustrie, Bahn;https://www.hahnautomation.group/de/;erreichbar (200);Pochendorf 67;+43 7583 55550;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Automatisierung, Robotik, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik, Automotive, Bahn;Energie;;https://www.hahnautomation.group/de/ | https://www.hahnautomation.group/de/in...;54
Nahe Zukunft ansprechen;60;80;A;Hillebrand Maschinenbau GesmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Fördertechnik;Lebensmittel, Energie, Kunststoffindustrie, Bahn;https://www.hillebrand-maschinenbau.at/;erreichbar (200);Ofenbachgraben 52;+43 2629 2236;nicht gefunden;nicht gefunden;office@hillebrand-maschinenbau.at;"Fit: Sondermaschinen, Fördertechnik, Anlagenbau, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn; mittlere Lieferantenanforderung möglich: Energie, Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;Energie, Lebensmittel;;https://www.hillebrand-maschinenbau.at/ | https://www.hillebrand-maschinenbau...;55
Nahe Zukunft ansprechen;60;80;A;Paternioner Maschinenbau;Unternehmen für Maschinenbau;Sondermaschinen, Maschinenbau, Vorrichtungen;Automotive, Medizintechnik, Lebensmittel, Holzindustrie, Kunststoffindustrie;http://paternioner.at/;erreichbar (200);Peter-Mitterhofer-Gasse 23;+43 463 459600;Edgar-Karl JERMENDY;Geschäftsführung;info@paternioner.at;"Fit: Sondermaschinen, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Automotive; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik, Automotive;Lebensmittel;;https://paternioner.at/ | https://paternioner.at/ueber-uns/ | https://paterni...;59
Nahe Zukunft ansprechen;60;80;A;Salvagnini Maschinenbau;Maschinenhersteller;Automatisierung, Vorrichtungen, Robotik;Automotive, Medizintechnik, Energie, Bahn;https://www.salvagninigroup.com/;erreichbar (200);Dr.-Guido-Salvagnini-Straße 1;+43 7223 8850;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Automatisierung, Vorrichtungen, Robotik, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik, Automotive, Bahn;Energie;;https://www.salvagninigroup.com/de-DE | https://www.salvagninigroup.com/de-DE...;60
Nahe Zukunft ansprechen;60;70;B;Kaiser Maschinenbau - Fahrzeugbau;Maschinenbau;Sondermaschinen, Maschinenbau;Automotive;http://www.kaiser-maschinenbau.at/;erreichbar (200);Matzing 1;+43 664 4405494;Andreas Kaiser;Geschäftsführung;kaiser-maschinenbau@sbg.at;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Automotive;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive;;;https://www.kaiser-maschinenbau.at/ | https://www.kaiser-maschinenbau.at/refe...;69
Nahe Zukunft ansprechen;55;85;A;CNC-Maschinenbau;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung;Automotive, Medizintechnik, Energie;http://www.cnc-mb.at/;erreichbar (200);Marie Curie-Straße 3;+43 2245 21000;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Automatisierung, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Automotive; mittlere Lieferantenanforderung möglich: Energie; teilweise Wettbewerber/eigene Fertigung: CNC";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik, Automotive;Energie;CNC;https://www.cnc-mb.at/ | https://www.cnc-mb.at/leistungen | https://www.cnc-m...;48
Nahe Zukunft ansprechen;55;75;B;ÖSWAG Maschinenbau;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Vorrichtungen;Automotive, Energie, Bahn;http://www.oeswag.at/;erreichbar (200);Hafenstraße 61;nicht gefunden;nicht gefunden;nicht gefunden;office@oeswag.at;"Fit: Sondermaschinen, Vorrichtungen, Anlagenbau, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Energie;;https://www.oeswag.at/ | https://www.oeswag.at/werft/reparatur-service/ | htt...;66
Nahe Zukunft ansprechen;55;65;B;Karl Rottmund Maschinenbau GesmbH;Maschinenwerkstatt;Sondermaschinen, Maschinenbau, Vorrichtungen;Luftfahrt;https://www.rottmund.at/;erreichbar (200);Maurer Lange G. 72;+43 1 8886164;nicht gefunden;nicht gefunden;office@rottmund.at;"Fit: Sondermaschinen, Vorrichtungen, Maschinenbau; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Luftfahrt;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Luftfahrt;;;https://www.rottmund.at/ | https://www.rottmund.at/fertigung | https://www.ro...;73
Nahe Zukunft ansprechen;55;60;B;Stögbuchner Maschinenbau GmbH;Maschinenhersteller;Sondermaschinen, Maschinenbau, Vorrichtungen;Lebensmittel, Holzindustrie, Verpackung, Kunststoffindustrie;http://www.stoegbuchner.at/;erreichbar (200);Itzlinger Hauptstraße 55;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"mittlere Lieferantenanforderung möglich: Lebensmittel; Kontaktweg schwach";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;Lebensmittel;;https://www.stoegbuchner.at/ | https://www.stoegbuchner.at/unternehmen/ | htt...;79
Nahe Zukunft ansprechen;55;50;B;Hauser Maschinenbau;Anton Regner Str. 67;Sondermaschinen, Maschinenbau;nicht gefunden;http://hauser-maschinenbau.at/;erreichbar (200);nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";Kontaktweg schwach;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;;;;http://hauser-maschinenbau.at/ | http://hauser-maschinenbau.at/team | http://...;87
In 2 Jahren ansprechen;45;55;B;COSMIC - Sondermaschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Robotik;Automotive, Bahn;http://www.cosmic.at/;erreichbar (200);Steinabruck 35;+43 2744 7004;nicht gefunden;nicht gefunden;c.office@cosmic.at;"Fit: Sondermaschinen, Robotik, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar";hohe Lieferantenanforderung möglich: Automotive, Bahn;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Automotive, Bahn;;;http://www.cosmic.at/ | http://www.cosmic.at/index.html | http://www.cosmic.a...;80
In 2 Jahren ansprechen;45;55;B;Linsinger Maschinenbau;Maschinenbauunternehmen;Maschinenbau;Automotive, Bahn;http://www.linsinger.com/;erreichbar (200);Doktor-Linsinger-Straße 24;+43 7613 8840;nicht gefunden;nicht gefunden;sales@linsinger.com;"Fit: Sondermaschinen, Maschinenbau; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Automotive, Bahn;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Automotive, Bahn;;;https://www.linsinger.com/ | https://www.linsinger.com/portfolio/plate-edge-m...;81
In 2 Jahren ansprechen;45;45;C;AKM Maschinenbau GmbH;Maschinenbauunternehmen;Maschinenbau;nicht gefunden;http://www.akm-maschinenbau.at/;erreichbar (200);Gewerbestraße 5;+43 2275 40101;nicht gefunden;nicht gefunden;office@akm-maschinenbau.at;Fit: Sondermaschinen, Maschinenbau;kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;;;;https://www.akm-maschinenbau.at/ | https://www.akm-maschinenbau.at/impressum/;96
In 2 Jahren ansprechen;40;50;B;Göweil Maschinenbau GmbH;Maschinenbauunternehmen;Maschinenbau;Kunststoffindustrie, Bahn;https://www.goeweil.com/de/?utm_source=google&utm_medium=organic&utm_campaign...;erreichbar (200);Davidschlag 11;+43 7215 21310;nicht gefunden;nicht gefunden;office@goeweil.com;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Bahn;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Bahn;;;https://www.goeweil.com/de/?utm_source=google&utm_medium=organic&utm_campaign...;84
In 2 Jahren ansprechen;40;50;B;Hauleitner Maschinenbau e.U.;Maschinenbauunternehmen;Maschinenbau;Bahn;https://www.ergolift-austria.at/;erreichbar (200);Wolfsbachstraße 2;+43 2743 8557;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Bahn;Nach ISO 9001, stabiler QS-Struktur und ersten DACH-Referenzen ansprechen. Bis dahin nur beobachten.;Erst sinnvoll, wenn ein zertifiziertes Qualitätsmanagement und belastbare Referenzen vorhanden sind.;Bahn;;;https://www.ergolift-austria.at/ | https://www.ergolift-austria.at/%C3%BCber-...;86
